id,cost
1,22.84093
2,13.192181
3,7.360757
4,5.3572745
5,4.2550683
6,3.9135394
7,3.7649715
8,3.6799068
9,22.2918
10,12.395017
11,6.518421
12,4.6865187
13,3.4388018
14,3.1159348
15,2.9902225
16,2.9155307
17,30.476423
18,17.555069
19,10.356903
20,7.8593783
21,6.193508
22,5.773527
23,5.560273
24,5.4389954
25,23.826412
26,13.778824
27,7.7124286
28,5.612779
29,4.552101
30,4.1973257
31,4.0401773
32,3.9501998
33,22.030317
34,12.546184
35,6.6145344
36,4.681764
37,3.6589556
38,3.322316
39,3.1945763
40,3.1227763
41,8.736858
42,102.99803
43,12.021456
44,55.902996
45,35.55366
46,22.958431
47,22.521454
48,19.049334
49,18.494114
50,18.523151
51,18.206923
52,57.1431
53,30.523008
54,26.174213
55,11.546564
56,4.2658267
57,18.067783
58,14.834997
59,8.99789
60,7.481556
61,7.2414722
62,5.380542
63,23.722738
64,13.711593
65,8.360323
66,6.4813623
67,5.3244786
68,4.9653983
69,4.655975
70,4.555555
71,22.96274
72,13.841666
73,12.235128
74,8.21183
75,14.033659
76,20.427105
77,11.159303
78,5.6482887
79,3.8321686
80,2.728176
81,2.4155514
82,2.298806
83,2.214344
84,11.485579
85,25.860435
86,19.028793
87,16.548643
88,17.710379
89,22.653515
90,12.621378
91,6.7710886
92,4.84202
93,3.5876417
94,3.2741723
95,3.1399283
96,3.0633938
97,5.250823
98,19.257761
99,10.83087
100,5.704123
101,3.7291372
102,2.6492493
103,2.3151643
104,2.2480166
105,2.179303
106,31.461441
107,17.607153
108,10.126264
109,7.085921
110,5.510592
111,5.0369277
112,4.8592567
113,4.711012
114,5.5509677
115,6.016907
116,25.536701
117,14.486989
118,12.30524
119,10.889286
120,58.349045
121,36.048332
122,28.853434
123,20.802893
124,17.749702
125,9.227668
126,4.685704
127,2.871944
128,2.0105634
129,1.6908906
130,1.5461174
131,35.131355
132,37.532623
133,28.886106
134,18.422031
135,16.13187
136,3.9828575
137,11.805675
138,10.291706
139,7.7151003
140,8.034872
141,2.5082884
142,28.256144
143,15.918412
144,8.544201
145,5.990316
146,4.481414
147,4.0765343
148,3.927121
149,3.802457
150,19.032557
151,28.573734
152,16.528625
153,9.669815
154,7.409096
155,6.102013
156,5.5720997
157,5.3827024
158,5.262667
159,76.72327
160,48.130825
161,38.74882
162,32.14281
163,30.811335
164,20.661568
165,17.454887
166,14.634421
167,23.349714
168,12.121287
169,6.34872
170,4.399462
171,3.1105185
172,2.7884748
173,2.6589828
174,2.5904915
175,15.013742
176,9.966886
177,6.276157
178,19.303112
179,6.8826933
180,6.757675
181,46.403835
182,21.128553
183,11.177888
184,7.709369
185,32.28594
186,19.124233
187,12.869059
188,10.002466
189,8.300299
190,7.9027004
191,7.709766
192,7.603823
193,1.5978861
194,1.4597541
195,21.796906
196,12.4400835
197,6.57315
198,4.6216655
199,3.38289
200,3.0692787
201,2.9490173
202,2.8814204
203,20.991884
204,11.779688
205,6.1894617
206,4.3122816
207,3.1446369
208,2.8271253
209,2.7042463
210,2.640839
211,21.861639
212,12.008351
213,6.250506
214,4.360028
215,3.183952
216,2.8539536
217,2.7222238
218,2.6525486
219,21.266884
220,11.699406
221,5.998598
222,4.0483737
223,2.9454255
224,2.6431751
225,2.51865
226,2.428559
227,21.415745
228,12.025998
229,6.328024
230,4.392917
231,3.2075498
232,2.8852186
233,2.7524204
234,2.68218
235,21.415745
236,12.025998
237,6.328024
238,4.392917
239,3.2075498
240,2.8852186
241,2.7524204
242,2.68218
243,24.872139
244,13.5340805
245,12.162295
246,10.151664
247,23.959253
248,13.377746
249,7.2958474
250,5.2525563
251,4.152341
252,3.8003204
253,3.6495473
254,3.56057
255,19.881985
256,23.041756
257,13.088166
258,6.8659883
259,4.8214574
260,3.5396256
261,3.2124841
262,3.0781674
263,2.9749846
264,25.196453
265,35.836666
266,22.182104
267,14.063294
268,11.33232
269,9.405041
270,8.935081
271,8.817883
272,8.633245
273,4.311254
274,11.193338
275,21.539051
276,12.534975
277,6.7533407
278,4.682703
279,3.4222002
280,3.081452
281,2.961334
282,2.8611076
283,5.096494
284,4.7906933
285,11.780907
286,7.90721
287,6.684707
288,6.0363955
289,22.850231
290,12.7540865
291,7.213379
292,5.150928
293,3.9450998
294,3.634508
295,3.4885926
296,3.4084446
297,22.368961
298,12.710026
299,6.5966625
300,4.619858
301,3.3748221
302,3.051922
303,2.9227252
304,2.8234756
305,0.38319677
306,23.66907
307,22.87511
308,13.013095
309,6.7209373
310,4.924314
311,3.753807
312,3.4762542
313,3.335285
314,3.2537527
315,26.31304
316,13.817323
317,5.714038
318,4.409976
319,3.2179282
320,2.7204192
321,2.5929055
322,2.5237083
323,2.855959
324,23.94168
325,14.847873
326,8.184751
327,6.4522986
328,5.181094
329,4.9626503
330,4.8332887
331,4.723586
332,28.204
333,16.303747
334,9.754223
335,7.510991
336,6.338373
337,5.9984536
338,5.804712
339,5.674496
340,28.204
341,16.303747
342,9.754223
343,7.510991
344,6.338373
345,5.9984536
346,5.804712
347,5.674496
348,59.02673
349,21.237434
350,12.830227
351,9.082436
352,8.001124
353,6.43101
354,2.8211498
355,15.577436
356,8.733337
357,8.039656
358,7.92216
359,4.816495
360,4.319872
361,11.169416
362,8.461503
363,36.048943
364,22.937815
365,19.714678
366,16.082714
367,16.711061
368,14.512051
369,42.352406
370,21.695564
371,12.349285
372,6.503853
373,4.635499
374,3.6210155
375,3.2641978
376,3.1272855
377,3.0566363
378,60.60957
379,35.80207
380,28.028511
381,24.783945
382,19.928007
383,23.361376
384,13.41674
385,8.042738
386,6.3725543
387,5.57224
388,5.092443
389,4.9379177
390,4.849378
391,26.060638
392,16.171364
393,9.857709
394,7.5141244
395,6.202076
396,5.85301
397,5.6522374
398,5.5129375
399,21.156685
400,12.242953
401,7.3406363
402,5.8979077
403,5.1491184
404,4.706453
405,4.5617175
406,4.478787
407,32.417477
408,20.94284
409,12.645044
410,4.081306
411,3.8214333
412,25.61244
413,14.323415
414,8.304644
415,6.1247916
416,5.175598
417,4.6684995
